update_date,effective_date,code,name
2007-12-31,2007-12-31,sh.600168,武汉控股
2007-12-31,2007-12-31,sh.600169,太原重工
2007-12-31,2007-12-31,sh.600172,黄河旋风
2007-12-31,2007-12-31,sh.600176,中国巨石
2007-12-31,2007-12-31,sh.600178,东安动力
2007-12-31,2007-12-31,sh.600179,安通控股
2007-12-31,2007-12-31,sh.600180,瑞茂通
2007-12-31,2007-12-31,sh.600186,莲花健康
2007-12-31,2007-12-31,sh.600189,吉林森工
2007-12-31,2007-12-31,sh.600191,华资实业
2007-12-31,2007-12-31,sh.600192,长城电工
2007-12-31,2007-12-31,sh.600197,伊力特
2007-12-31,2007-12-31,sh.600201,生物股份
2007-12-31,2007-12-31,sh.600202,*ST哈空
2007-12-31,2007-12-31,sh.600203,福日电子
2007-12-31,2007-12-31,sh.600206,有研新材
2007-12-31,2007-12-31,sh.600212,江泉实业
2007-12-31,2007-12-31,sh.600215,长春经开
2007-12-31,2007-12-31,sh.600216,浙江医药
2007-12-31,2007-12-31,sh.600226,瀚叶股份
2007-12-31,2007-12-31,sh.600227,圣济堂
2007-12-31,2007-12-31,sh.600230,沧州大化
2007-12-31,2007-12-31,sh.600231,凌钢股份
2007-12-31,2007-12-31,sh.600232,金鹰股份
2007-12-31,2007-12-31,sh.600235,民丰特纸
2007-12-31,2007-12-31,sh.600237,铜峰电子
2007-12-31,2007-12-31,sh.600240,华业资本
2007-12-31,2007-12-31,sh.600246,万通地产
2007-12-31,2007-12-31,sh.600247,*ST成城
2007-12-31,2007-12-31,sh.600249,两面针
2007-12-31,2007-12-31,sh.600251,冠农股份
2007-12-31,2007-12-31,sh.600253,天方药业
2007-12-31,2007-12-31,sh.600255,梦舟股份
2007-12-31,2007-12-31,sh.600258,首旅酒店
2007-12-31,2007-12-31,sh.600260,凯乐科技
2007-12-31,2007-12-31,sh.600261,阳光照明
2007-12-31,2007-12-31,sh.600262,北方股份
2007-12-31,2007-12-31,sh.600263,路桥建设
2007-12-31,2007-12-31,sh.600267,海正药业
2007-12-31,2007-12-31,sh.600268,国电南自
2007-12-31,2007-12-31,sh.600275,ST昌鱼
2007-12-31,2007-12-31,sh.600277,亿利洁能
2007-12-31,2007-12-31,sh.600278,东方创业
2007-12-31,2007-12-31,sh.600279,重庆港九
2007-12-31,2007-12-31,sh.600281,太化股份
2007-12-31,2007-12-31,sh.600284,浦东建设
2007-12-31,2007-12-31,sh.600288,大恒科技
2007-12-31,2007-12-31,sh.600289,*ST信通
2007-12-31,2007-12-31,sh.600290,华仪电气
2007-12-31,2007-12-31,sh.600292,远达环保
2007-12-31,2007-12-31,sh.600293,三峡新材
2007-12-31,2007-12-31,sh.600295,鄂尔多斯
2007-12-31,2007-12-31,sh.600300,维维股份
2007-12-31,2007-12-31,sh.600302,标准股份
2007-12-31,2007-12-31,sh.600303,曙光股份
2007-12-31,2007-12-31,sh.600315,上海家化
2007-12-31,2007-12-31,sh.600317,营口港
2007-12-31,2007-12-31,sh.600319,亚星化学
2007-12-31,2007-12-31,sh.600321,*ST正源
2007-12-31,2007-12-31,sh.600322,天房发展
2007-12-31,2007-12-31,sh.600323,瀚蓝环境
2007-12-31,2007-12-31,sh.600325,华发股份
2007-12-31,2007-12-31,sh.600326,西藏天路
2007-12-31,2007-12-31,sh.600327,大东方
2007-12-31,2007-12-31,sh.600328,兰太实业
2007-12-31,2007-12-31,sh.600330,天通股份
2007-12-31,2007-12-31,sh.600333,长春燃气
2007-12-31,2007-12-31,sh.600337,美克家居
2007-12-31,2007-12-31,sh.600339,中油工程
2007-12-31,2007-12-31,sh.600343,航天动力
2007-12-31,2007-12-31,sh.600345,长江通信
2007-12-31,2007-12-31,sh.600352,浙江龙盛
2007-12-31,2007-12-31,sh.600356,恒丰纸业
2007-12-31,2007-12-31,sh.600358,国旅联合
2007-12-31,2007-12-31,sh.600359,新农开发
2007-12-31,2007-12-31,sh.600360,华微电子
2007-12-31,2007-12-31,sh.600363,联创光电
2007-12-31,2007-12-31,sh.600365,通葡股份
2007-12-31,2007-12-31,sh.600366,宁波韵升
2007-12-31,2007-12-31,sh.600367,红星发展
2007-12-31,2007-12-31,sh.600372,中航电子
2007-12-31,2007-12-31,sh.600376,首开股份
2007-12-31,2007-12-31,sh.600378,天科股份
2007-12-31,2007-12-31,sh.600382,广东明珠
2007-12-31,2007-12-31,sh.600387,海越能源
2007-12-31,2007-12-31,sh.600388,龙净环保
2007-12-31,2007-12-31,sh.600391,航发科技
2007-12-31,2007-12-31,sh.600392,盛和资源
2007-12-31,2007-12-31,sh.600393,粤泰股份
2007-12-31,2007-12-31,sh.600395,盘江股份
2007-12-31,2007-12-31,sh.600396,金山股份
2007-12-31,2007-12-31,sh.600398,海澜之家
2007-12-31,2007-12-31,sh.600399,*ST抚钢
2007-12-31,2007-12-31,sh.600400,红豆股份
2007-12-31,2007-12-31,sh.600408,*ST安泰
2007-12-31,2007-12-31,sh.600409,三友化工
2007-12-31,2007-12-31,sh.600416,湘电股份
2007-12-31,2007-12-31,sh.600420,现代制药
2007-12-31,2007-12-31,sh.600422,昆药集团
2007-12-31,2007-12-31,sh.600423,*ST柳化
2007-12-31,2007-12-31,sh.600426,华鲁恒升
2007-12-31,2007-12-31,sh.600436,片仔癀
2007-12-31,2007-12-31,sh.600439,瑞贝卡
2007-12-31,2007-12-31,sh.600446,金证股份
2007-12-31,2007-12-31,sh.600458,时代新材
2007-12-31,2007-12-31,sh.600459,贵研铂业
2007-12-31,2007-12-31,sh.600463,空港股份
2007-12-31,2007-12-31,sh.600467,好当家
2007-12-31,2007-12-31,sh.600468,百利电气
2007-12-31,2007-12-31,sh.600469,风神股份
2007-12-31,2007-12-31,sh.600470,六国化工
2007-12-31,2007-12-31,sh.600475,华光股份
2007-12-31,2007-12-31,sh.600477,杭萧钢构
2007-12-31,2007-12-31,sh.600480,凌云股份
2007-12-31,2007-12-31,sh.600481,双良节能
2007-12-31,2007-12-31,sh.600482,中国动力
2007-12-31,2007-12-31,sh.600485,信威集团
2007-12-31,2007-12-31,sh.600487,亨通光电
2007-12-31,2007-12-31,sh.600488,天药股份
2007-12-31,2007-12-31,sh.600491,龙元建设
2007-12-31,2007-12-31,sh.600495,晋西车轴
2007-12-31,2007-12-31,sh.600496,精工钢构
2007-12-31,2007-12-31,sh.600507,方大特钢
2007-12-31,2007-12-31,sh.600509,天富能源
2007-12-31,2007-12-31,sh.600510,黑牡丹
2007-12-31,2007-12-31,sh.600511,国药股份
2007-12-31,2007-12-31,sh.600512,腾达建设
2007-12-31,2007-12-31,sh.600517,置信电气
2007-12-31,2007-12-31,sh.600518,康美药业
2007-12-31,2007-12-31,sh.600522,中天科技
2007-12-31,2007-12-31,sh.600523,贵航股份
2007-12-31,2007-12-31,sh.600525,长园集团
2007-12-31,2007-12-31,sh.600529,山东药玻
2007-12-31,2007-12-31,sh.600530,交大昂立
2007-12-31,2007-12-31,sh.600531,豫光金铅
2007-12-31,2007-12-31,sh.600533,栖霞建设
2007-12-31,2007-12-31,sh.600536,中国软件
2007-12-31,2007-12-31,sh.600540,新赛股份
2007-12-31,2007-12-31,sh.600546,山煤国际
2007-12-31,2007-12-31,sh.600553,太行水泥
2007-12-31,2007-12-31,sh.600557,康缘药业
2007-12-31,2007-12-31,sh.600561,江西长运
2007-12-31,2007-12-31,sh.600563,法拉电子
2007-12-31,2007-12-31,sh.600565,迪马股份
2007-12-31,2007-12-31,sh.600567,山鹰纸业
2007-12-31,2007-12-31,sh.600573,惠泉啤酒
2007-12-31,2007-12-31,sh.600578,京能电力
2007-12-31,2007-12-31,sh.600580,卧龙电气
2007-12-31,2007-12-31,sh.600581,八一钢铁
2007-12-31,2007-12-31,sh.600584,长电科技
2007-12-31,2007-12-31,sh.600586,金晶科技
2007-12-31,2007-12-31,sh.600589,广东榕泰
2007-12-31,2007-12-31,sh.600590,泰豪科技
2007-12-31,2007-12-31,sh.600592,龙溪股份
2007-12-31,2007-12-31,sh.600594,益佰制药
2007-12-31,2007-12-31,sh.600595,中孚实业
2007-12-31,2007-12-31,sh.600602,云赛智联
2007-12-31,2007-12-31,sh.600604,市北高新
2007-12-31,2007-12-31,sh.600605,汇通能源
2007-12-31,2007-12-31,sh.600606,绿地控股
2007-12-31,2007-12-31,sh.600607,上实医药
2007-12-31,2007-12-31,sh.600620,天宸股份
2007-12-31,2007-12-31,sh.600621,华鑫股份
2007-12-31,2007-12-31,sh.600622,光大嘉宝
2007-12-31,2007-12-31,sh.600624,复旦复华
2007-12-31,2007-12-31,sh.600626,申达股份
2007-12-31,2007-12-31,sh.600630,龙头股份
2007-12-31,2007-12-31,sh.600636,三爱富
2007-12-31,2007-12-31,sh.600637,东方明珠
2007-12-31,2007-12-31,sh.600640,号百控股
2007-12-31,2007-12-31,sh.600641,万业企业
2007-12-31,2007-12-31,sh.600648,外高桥
2007-12-31,2007-12-31,sh.600650,锦江投资
2007-12-31,2007-12-31,sh.600652,游久游戏
2007-12-31,2007-12-31,sh.600654,ST中安
2007-12-31,2007-12-31,sh.600661,新南洋
2007-12-31,2007-12-31,sh.600665,天地源
2007-12-31,2007-12-31,sh.600667,太极实业
2007-12-31,2007-12-31,sh.600674,川投能源
2007-12-31,2007-12-31,sh.600676,交运股份
2007-12-31,2007-12-31,sh.600677,航天通信
2007-12-31,2007-12-31,sh.600680,*ST上普
2007-12-31,2007-12-31,sh.600683,京投发展
2007-12-31,2007-12-31,sh.600686,金龙汽车
2007-12-31,2007-12-31,sh.600692,亚通股份
2007-12-31,2007-12-31,sh.600696,ST岩石
2007-12-31,2007-12-31,sh.600697,欧亚集团
2007-12-31,2007-12-31,sh.600702,舍得酒业
2007-12-31,2007-12-31,sh.600704,物产中大
2007-12-31,2007-12-31,sh.600707,彩虹股份
2007-12-31,2007-12-31,sh.600708,光明地产
2007-12-31,2007-12-31,sh.600710,苏美达
2007-12-31,2007-12-31,sh.600713,南京医药
2007-12-31,2007-12-31,sh.600720,祁连山
2007-12-31,2007-12-31,sh.600723,首商股份
2007-12-31,2007-12-31,sh.600724,宁波富达
2007-12-31,2007-12-31,sh.600725,ST云维
2007-12-31,2007-12-31,sh.600726,华电能源
2007-12-31,2007-12-31,sh.600727,鲁北化工
2007-12-31,2007-12-31,sh.600732,ST新梅
2007-12-31,2007-12-31,sh.600736,苏州高新
2007-12-31,2007-12-31,sh.600740,山西焦化
2007-12-31,2007-12-31,sh.600744,华银电力
2007-12-31,2007-12-31,sh.600746,江苏索普
2007-12-31,2007-12-31,sh.600750,江中药业
2007-12-31,2007-12-31,sh.600755,厦门国贸
2007-12-31,2007-12-31,sh.600756,浪潮软件
2007-12-31,2007-12-31,sh.600764,中国海防
2007-12-31,2007-12-31,sh.600768,宁波富邦
2007-12-31,2007-12-31,sh.600769,祥龙电业
2007-12-31,2007-12-31,sh.600775,南京熊猫
2007-12-31,2007-12-31,sh.600777,新潮能源
2007-12-31,2007-12-31,sh.600785,新华百货
2007-12-31,2007-12-31,sh.600789,鲁抗医药
2007-12-31,2007-12-31,sh.600790,轻纺城
2007-12-31,2007-12-31,sh.600796,钱江生化
2007-12-31,2007-12-31,sh.600798,宁波海运
2007-12-31,2007-12-31,sh.600802,福建水泥
2007-12-31,2007-12-31,sh.600805,悦达投资
2007-12-31,2007-12-31,sh.600806,退市昆机
2007-12-31,2007-12-31,sh.600810,神马股份
2007-12-31,2007-12-31,sh.600814,杭州解百
2007-12-31,2007-12-31,sh.600815,厦工股份
2007-12-31,2007-12-31,sh.600816,安信信托
2007-12-31,2007-12-31,sh.600817,ST宏盛
2007-12-31,2007-12-31,sh.600821,津劝业
2007-12-31,2007-12-31,sh.600823,世茂股份
2007-12-31,2007-12-31,sh.600824,益民集团
2007-12-31,2007-12-31,sh.600825,新华传媒
2007-12-31,2007-12-31,sh.600826,兰生股份
2007-12-31,2007-12-31,sh.600827,百联股份
2007-12-31,2007-12-31,sh.600830,香溢融通
2007-12-31,2007-12-31,sh.600831,广电网络
2007-12-31,2007-12-31,sh.600834,申通地铁
2007-12-31,2007-12-31,sh.600838,上海九百
2007-12-31,2007-12-31,sh.600840,新湖创业
2007-12-31,2007-12-31,sh.600846,同济科技
2007-12-31,2007-12-31,sh.600855,航天长峰
2007-12-31,2007-12-31,sh.600860,京城股份
2007-12-31,2007-12-31,sh.600861,北京城乡
2007-12-31,2007-12-31,sh.600864,哈投股份
2007-12-31,2007-12-31,sh.600866,星湖科技
2007-12-31,2007-12-31,sh.600867,通化东宝
2007-12-31,2007-12-31,sh.600870,*ST厦华
2007-12-31,2007-12-31,sh.600872,中炬高新
2007-12-31,2007-12-31,sh.600877,ST嘉陵
2007-12-31,2007-12-31,sh.600880,博瑞传播
2007-12-31,2007-12-31,sh.600883,博闻科技
2007-12-31,2007-12-31,sh.600884,杉杉股份
2007-12-31,2007-12-31,sh.600888,新疆众和
2007-12-31,2007-12-31,sh.600893,航发动力
2007-12-31,2007-12-31,sh.600894,广日股份
2007-12-31,2007-12-31,sh.600896,*ST海投
2007-12-31,2007-12-31,sh.600897,厦门空港
2007-12-31,2007-12-31,sh.600962,国投中鲁
2007-12-31,2007-12-31,sh.600963,岳阳林纸
2007-12-31,2007-12-31,sh.600965,福成股份
2007-12-31,2007-12-31,sh.600966,博汇纸业
2007-12-31,2007-12-31,sh.600969,郴电国际
2007-12-31,2007-12-31,sh.600971,恒源煤电
2007-12-31,2007-12-31,sh.600973,宝胜股份
2007-12-31,2007-12-31,sh.600976,健民集团
2007-12-31,2007-12-31,sh.600979,广安爱众
2007-12-31,2007-12-31,sh.600983,惠而浦
2007-12-31,2007-12-31,sh.600987,航民股份
2007-12-31,2007-12-31,sh.600995,文山电力
2007-12-31,2007-12-31,sz.000006,深振业A
2007-12-31,2007-12-31,sz.000016,深康佳A
2007-12-31,2007-12-31,sz.000028,国药一致
2007-12-31,2007-12-31,sz.000032,深桑达A
2007-12-31,2007-12-31,sz.000033,新都退
2007-12-31,2007-12-31,sz.000040,东旭蓝天
2007-12-31,2007-12-31,sz.000042,中洲控股
2007-12-31,2007-12-31,sz.000043,中航善达
2007-12-31,2007-12-31,sz.000050,深天马A
2007-12-31,2007-12-31,sz.000062,深圳华强
2007-12-31,2007-12-31,sz.000070,特发信息
2007-12-31,2007-12-31,sz.000078,海王生物
2007-12-31,2007-12-31,sz.000090,天健集团
2007-12-31,2007-12-31,sz.000096,广聚能源
2007-12-31,2007-12-31,sz.000099,中信海直
2007-12-31,2007-12-31,sz.000151,中成股份
2007-12-31,2007-12-31,sz.000155,川化股份
2007-12-31,2007-12-31,sz.000158,常山北明
2007-12-31,2007-12-31,sz.000407,胜利股份
2007-12-31,2007-12-31,sz.000416,民生控股
2007-12-31,2007-12-31,sz.000417,合肥百货
2007-12-31,2007-12-31,sz.000419,通程控股
2007-12-31,2007-12-31,sz.000420,吉林化纤
2007-12-31,2007-12-31,sz.000421,南京公用
2007-12-31,2007-12-31,sz.000426,兴业矿业
2007-12-31,2007-12-31,sz.000428,华天酒店
2007-12-31,2007-12-31,sz.000501,鄂武商A
2007-12-31,2007-12-31,sz.000504,南华生物
2007-12-31,2007-12-31,sz.000507,珠海港
2007-12-31,2007-12-31,sz.000510,金路集团
2007-12-31,2007-12-31,sz.000511,烯碳退
2007-12-31,2007-12-31,sz.000513,丽珠集团
2007-12-31,2007-12-31,sz.000515,攀渝钛业
2007-12-31,2007-12-31,sz.000518,四环生物
2007-12-31,2007-12-31,sz.000520,长航凤凰
2007-12-31,2007-12-31,sz.000522,白云山A
2007-12-31,2007-12-31,sz.000524,岭南控股
2007-12-31,2007-12-31,sz.000525,红太阳
2007-12-31,2007-12-31,sz.000530,大冷股份
2007-12-31,2007-12-31,sz.000531,穗恒运A
2007-12-31,2007-12-31,sz.000532,华金资本
2007-12-31,2007-12-31,sz.000533,万家乐
2007-12-31,2007-12-31,sz.000537,广宇发展
2007-12-31,2007-12-31,sz.000543,皖能电力
2007-12-31,2007-12-31,sz.000548,湖南投资
2007-12-31,2007-12-31,sz.000551,创元科技
2007-12-31,2007-12-31,sz.000554,泰山石油
2007-12-31,2007-12-31,sz.000563,陕国投A
2007-12-31,2007-12-31,sz.000570,苏常柴A
2007-12-31,2007-12-31,sz.000571,新大洲A
2007-12-31,2007-12-31,sz.000572,海马汽车
2007-12-31,2007-12-31,sz.000573,粤宏远A
2007-12-31,2007-12-31,sz.000576,广东甘化
2007-12-31,2007-12-31,sz.000584,哈工智能
2007-12-31,2007-12-31,sz.000585,*ST东电
2007-12-31,2007-12-31,sz.000589,黔轮胎A
2007-12-31,2007-12-31,sz.000594,国恒退
2007-12-31,2007-12-31,sz.000597,东北制药
2007-12-31,2007-12-31,sz.000598,兴蓉环境
2007-12-31,2007-12-31,sz.000599,青岛双星
2007-12-31,2007-12-31,sz.000601,韶能股份
2007-12-31,2007-12-31,sz.000602,金马集团
2007-12-31,2007-12-31,sz.000607,华媒控股
2007-12-31,2007-12-31,sz.000608,阳光股份
2007-12-31,2007-12-31,sz.000616,海航投资
2007-12-31,2007-12-31,sz.000619,海螺型材
2007-12-31,2007-12-31,sz.000626,远大控股
2007-12-31,2007-12-31,sz.000627,天茂集团
2007-12-31,2007-12-31,sz.000628,高新发展
2007-12-31,2007-12-31,sz.000657,中钨高新
2007-12-31,2007-12-31,sz.000659,珠海中富
2007-12-31,2007-12-31,sz.000662,天夏智慧
2007-12-31,2007-12-31,sz.000666,经纬纺机
2007-12-31,2007-12-31,sz.000667,美好置业
2007-12-31,2007-12-31,sz.000668,荣丰控股
2007-12-31,2007-12-31,sz.000676,智度股份
2007-12-31,2007-12-31,sz.000677,恒天海龙
2007-12-31,2007-12-31,sz.000679,大连友谊
2007-12-31,2007-12-31,sz.000683,远兴能源
2007-12-31,2007-12-31,sz.000686,东北证券
2007-12-31,2007-12-31,sz.000695,滨海能源
2007-12-31,2007-12-31,sz.000698,沈阳化工
2007-12-31,2007-12-31,sz.000700,模塑科技
2007-12-31,2007-12-31,sz.000701,厦门信达
2007-12-31,2007-12-31,sz.000702,正虹科技
2007-12-31,2007-12-31,sz.000707,*ST双环
2007-12-31,2007-12-31,sz.000713,丰乐种业
2007-12-31,2007-12-31,sz.000720,*ST新能
2007-12-31,2007-12-31,sz.000722,湖南发展
2007-12-31,2007-12-31,sz.000726,鲁泰A
2007-12-31,2007-12-31,sz.000727,华东科技
2007-12-31,2007-12-31,sz.000731,四川美丰
2007-12-31,2007-12-31,sz.000733,振华科技
2007-12-31,2007-12-31,sz.000737,*ST南风
2007-12-31,2007-12-31,sz.000752,西藏发展
2007-12-31,2007-12-31,sz.000753,漳州发展
2007-12-31,2007-12-31,sz.000755,*ST三维
2007-12-31,2007-12-31,sz.000759,中百集团
2007-12-31,2007-12-31,sz.000762,西藏矿业
2007-12-31,2007-12-31,sz.000777,中核科技
2007-12-31,2007-12-31,sz.000782,美达股份
2007-12-31,2007-12-31,sz.000785,武汉中商
2007-12-31,2007-12-31,sz.000790,泰合健康
2007-12-31,2007-12-31,sz.000795,英洛华
2007-12-31,2007-12-31,sz.000811,冰轮环境
2007-12-31,2007-12-31,sz.000812,陕西金叶
2007-12-31,2007-12-31,sz.000815,美利云
2007-12-31,2007-12-31,sz.000816,*ST慧业
2007-12-31,2007-12-31,sz.000818,航锦科技
2007-12-31,2007-12-31,sz.000819,岳阳兴长
2007-12-31,2007-12-31,sz.000821,京山轻机
2007-12-31,2007-12-31,sz.000823,超声电子
2007-12-31,2007-12-31,sz.000826,启迪桑德
2007-12-31,2007-12-31,sz.000830,鲁西化工
2007-12-31,2007-12-31,sz.000831,五矿稀土
2007-12-31,2007-12-31,sz.000837,秦川机床
2007-12-31,2007-12-31,sz.000848,承德露露
2007-12-31,2007-12-31,sz.000850,华茂股份
2007-12-31,2007-12-31,sz.000851,高鸿股份
2007-12-31,2007-12-31,sz.000859,国风塑业
2007-12-31,2007-12-31,sz.000860,顺鑫农业
2007-12-31,2007-12-31,sz.000875,吉电股份
2007-12-31,2007-12-31,sz.000881,中广核技
2007-12-31,2007-12-31,sz.000882,华联股份
2007-12-31,2007-12-31,sz.000886,海南高速
2007-12-31,2007-12-31,sz.000888,峨眉山A
2007-12-31,2007-12-31,sz.000890,法尔胜
2007-12-31,2007-12-31,sz.000899,赣能股份
2007-12-31,2007-12-31,sz.000901,航天科技
2007-12-31,2007-12-31,sz.000903,云内动力
2007-12-31,2007-12-31,sz.000905,厦门港务
2007-12-31,2007-12-31,sz.000910,大亚圣象
2007-12-31,2007-12-31,sz.000911,南宁糖业
2007-12-31,2007-12-31,sz.000913,钱江摩托
2007-12-31,2007-12-31,sz.000919,金陵药业
2007-12-31,2007-12-31,sz.000926,福星股份
2007-12-31,2007-12-31,sz.000931,中关村
2007-12-31,2007-12-31,sz.000936,华西股份
2007-12-31,2007-12-31,sz.000938,紫光股份
2007-12-31,2007-12-31,sz.000939,*ST凯迪
2007-12-31,2007-12-31,sz.000949,新乡化纤
2007-12-31,2007-12-31,sz.000961,中南建设
2007-12-31,2007-12-31,sz.000963,华东医药
2007-12-31,2007-12-31,sz.000968,蓝焰控股
2007-12-31,2007-12-31,sz.000972,*ST中基
2007-12-31,2007-12-31,sz.000973,佛塑科技
2007-12-31,2007-12-31,sz.000975,银泰资源
2007-12-31,2007-12-31,sz.000976,华铁股份
2007-12-31,2007-12-31,sz.000977,浪潮信息
2007-12-31,2007-12-31,sz.000978,桂林旅游
2007-12-31,2007-12-31,sz.000987,越秀金控
2007-12-31,2007-12-31,sz.000988,华工科技
2007-12-31,2007-12-31,sz.000989,九芝堂
2007-12-31,2007-12-31,sz.000990,诚志股份
2007-12-31,2007-12-31,sz.000993,闽东电力
2007-12-31,2007-12-31,sz.000998,隆平高科
2007-12-31,2007-12-31,sz.001696,宗申动力
2007-12-31,2007-12-31,sz.002001,新和成
2007-12-31,2007-12-31,sz.002004,华邦健康
2007-12-31,2007-12-31,sz.002007,华兰生物
2007-12-31,2007-12-31,sz.002010,传化智联
2007-12-31,2007-12-31,sz.002017,东信和平
2007-12-31,2007-12-31,sz.002021,中捷资源
2007-12-31,2007-12-31,sz.002022,科华生物
2007-12-31,2007-12-31,sz.002023,海特高新
2007-12-31,2007-12-31,sz.002027,分众传媒
2007-12-31,2007-12-31,sz.002030,达安基因
2007-12-31,2007-12-31,sz.002031,巨轮智能
2007-12-31,2007-12-31,sz.002032,苏泊尔
2007-12-31,2007-12-31,sz.002040,南京港
2007-12-31,2007-12-31,sz.002041,登海种业
2007-12-31,2007-12-31,sz.002045,国光电器
2007-12-31,2007-12-31,sz.002046,轴研科技
2007-12-31,2007-12-31,sz.002047,宝鹰股份
2007-12-31,2007-12-31,sz.002048,宁波华翔
2007-12-31,2007-12-31,sz.002052,同洲电子
2007-12-31,2007-12-31,sz.002053,云南能投
2007-12-31,2007-12-31,sz.002056,横店东磁
2007-12-31,2007-12-31,sz.002061,浙江交科
2007-12-31,2007-12-31,sz.002064,华峰氨纶
2007-12-31,2007-12-31,sz.002065,东华软件
2007-12-31,2007-12-31,sz.002073,软控股份
2007-12-31,2007-12-31,sz.002076,雪莱特
2007-12-31,2007-12-31,sz.002080,中材科技
2007-12-31,2007-12-31,sz.002081,金螳螂
2007-12-31,2007-12-31,sz.002085,万丰奥威
2007-12-31,2007-12-31,sz.002088,鲁阳节能
2007-12-31,2007-12-31,sz.002092,中泰化学
2007-12-31,2007-12-31,sz.002095,生意宝
2007-12-31,2007-12-31,sz.002098,浔兴股份
2007-12-31,2007-12-31,sz.002103,广博股份
2007-12-31,2007-12-31,sz.002105,信隆健康
2007-12-31,2007-12-31,sz.002109,兴化股份
2007-12-31,2007-12-31,sz.002111,威海广泰
2008-06-30,2008-06-30,sh.600039,四川路桥
2008-06-30,2008-06-30,sh.600051,宁波联合
2008-06-30,2008-06-30,sh.600054,黄山旅游
2008-06-30,2008-06-30,sh.600056,中国医药
2008-06-30,2008-06-30,sh.600057,厦门象屿
2008-06-30,2008-06-30,sh.600059,古越龙山
2008-06-30,2008-06-30,sh.600060,海信电器
2008-06-30,2008-06-30,sh.600061,国投资本
2008-06-30,2008-06-30,sh.600062,华润双鹤
2008-06-30,2008-06-30,sh.600063,皖维高新
